Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Core 4 VID [V]","Core 5 VID [V]","Core 0 Clock [MHz]","Core 1 Clock [MHz]","Core 2 Clock [MHz]","Core 3 Clock [MHz]","Core 4 Clock [MHz]","Core 5 Clock [MHz]","Bus Clock [MHz]","Ring/LLC Clock [MHz]","System Agent Clock [MHz]","Core 0 Effective Clock [MHz]","Core 1 Effective Clock [MHz]","Core 2 Effective Clock [MHz]","Core 3 Effective Clock [MHz]","Core 4 Effective Clock [MHz]","Core 5 Effective Clock [MHz]","Average Effective Clock [MHz]","Core 0 Usage [%]","Core 1 Usage [%]","Core 2 Usage [%]","Core 3 Usage [%]","Core 4 Usage [%]","Core 5 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Core 4 Ratio [x]","Core 5 Ratio [x]","Uncore Ratio [x]","Core 0 [°C]","Core 1 [°C]","Core 2 [°C]","Core 3 [°C]","Core 4 [°C]","Core 5 [°C]","Core 0 Distance to TjMAX [°C]","Core 1 Distance to TjMAX [°C]","Core 2 Distance to TjMAX [°C]","Core 3 Distance to TjMAX [°C]","Core 4 Distance to TjMAX [°C]","Core 5 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core 0 Thermal Throttling [Yes/No]","Core 1 Thermal Throttling [Yes/No]","Core 2 Thermal Throttling [Yes/No]","Core 3 Thermal Throttling [Yes/No]","Core 4 Thermal Throttling [Yes/No]","Core 5 Thermal Throttling [Yes/No]","Core 0 Critical Temperature [Yes/No]","Core 1 Critical Temperature [Yes/No]","Core 2 Critical Temperature [Yes/No]","Core 3 Critical Temperature [Yes/No]","Core 4 Critical Temperature [Yes/No]","Core 5 Critical Temperature [Yes/No]","Core 0 Power Limit Exceeded [Yes/No]","Core 1 Power Limit Exceeded [Yes/No]","Core 2 Power Limit Exceeded [Yes/No]","Core 3 Power Limit Exceeded [Yes/No]","Core 4 Power Limit Exceeded [Yes/No]","Core 5 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","IA Voltage Offset [V]","GT (Slice) Voltage Offset [V]","CLR (CBo/LLC/Ring) Voltage Offset [V]","GT (Unslice) Voltage Offset [V]","Uncore/SA Voltage Offset [V]","CPU Package Power [W]","IA Cores Power [W]","Total DRAM Power [W]","Rest-of-Chip Power [W]","GPU GT Usage [%]","GPU Media Engine Usage [%]","Core 0 T0 C0 Residency [%]","Core 1 T0 C0 Residency [%]","Core 2 T0 C0 Residency [%]","Core 3 T0 C0 Residency [%]","Core 4 T0 C0 Residency [%]","Core 5 T0 C0 Residency [%]","Core 0 C3 Residency [%]","Core 1 C3 Residency [%]","Core 2 C3 Residency [%]","Core 3 C3 Residency [%]","Core 4 C3 Residency [%]","Core 5 C3 Residency [%]","Core 0 C7 Residency [%]","Core 1 C7 Residency [%]","Core 2 C7 Residency [%]","Core 3 C7 Residency [%]","Core 4 C7 Residency [%]","Core 5 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: DDR RAPL [Yes/No]","IA: PCS (PECI) [Yes/No]","IA: Residency State Regulation [Yes/No]","IA: Running Average Thermal Limit [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: VR TDC [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: DDR RAPL [Yes/No]","IA: Thermal Velocity Boost [Yes/No]","GT: Residency State Regulation [Yes/No]","GT: Running Average Thermal Limit [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: VR TDC [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","GT: Inefficient Operation [Yes/No]","GT: Fuses limit [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","System [°C]","MOS [°C]","CPU Socket [°C]","CPU Core [°C]","Vcore [V]","+5V [V]","+3.3V (AVCC) [V]","+3.3V (3VCC) [V]","+12V [V]","CPU I/O [V]","3VSB [V]","VTT [V]","VCCSA [V]","iGPU [V]","PCH [V]","DRAM [V]","VIN7 [V]","CPU [RPM]","System 4 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°C]","Drive Temperature 2 [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Temperature [°C]","GPU Core Voltage [V]","GPU PCIe +12V Input Voltage [V]","GPU 6-pin #1 Input Voltage [V]","GPU Fan [RPM]","GPU Power [W]","GPU PCIe +12V Input Power [W]","GPU 6-pin #1 Input Power [W]","GPU FBVDD_Q Input Power (sum) [W]","GPU Core (NVVDD) Input Power (sum) [W]","GPU Core (NVVDD) Output Power (sum) [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Effective Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Encode 0 Usage [%]","GPU Computing (Compute_0) Usage [%]","GPU Computing (Compute_1) Usage [%]","GPU VR Usage [%]","GPU Fan [%]","Performance Limit - Power [Yes/No]","Performance Limit - Thermal [Yes/No]","Performance Limit - Reliability Voltage [Yes/No]","Performance Limit - Max Operating Voltage [Yes/No]","Performance Limit - Utilization [Yes/No]","Performance Limit - SLI GPUBoost Sync [Yes/No]","Total GPU Power (normalized) [% of TDP] [%]","Total GPU Power [% of TDP] [%]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []","VBAT [V]",
17.2.2021,13:18:7.793,10195,8556,54.3,5825,10493,35.6,0.0,1.177,1.174,1.179,1.171,1.171,1.171,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,100.0,3600.0,1000.0,327.5,396.1,315.0,268.8,216.5,372.9,316.1,10.8,3.1,5.4,3.8,2.3,8.5,10.8,5.7,100.0,39.0,39.0,39.0,39.0,39.0,39.0,36.0,50,51,48,50,50,57,50,49,52,50,50,43,57,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,56,56,0.000,0.000,0.000,0.000,0.000,12.620,10.331,0.678,2.324,0.0,0.0,8.9,10.4,8.2,6.9,5.6,9.6,3.9,6.0,5.2,7.5,1.1,2.4,62.4,63.8,71.2,76.8,84.8,76.9,1200.0,12.00,16,16,16,39,420,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41.0,42.0,45.0,50.0,0.952,5.080,3.360,3.328,12.096,0.952,3.344,1.040,1.056,0.664,1.048,1.200,1.504,1290,915,No,48,71,100.0,No,No,5485,3413,0.4,0.1,0.5,0.507,0.188,6850,597,58,0.831,12.112,12.120,314,13.883,8.260,3.951,0.884,5.272,4.482,670.8,405.0,550.5,670.8,0.0,4.0,0.0,0.0,71.1,0.3,0.0,0.0,0.8,0.0,0.0,8,No,No,No,No,Yes,No,16.6,10.8,2911,2891,128,2.5,38,4,6.287,4.125,0,3.088,
17.2.2021,13:18:9.814,10233,8518,54.5,5850,10469,35.8,0.0,1.208,1.205,1.206,1.191,1.192,1.182,3900.9,3900.9,3900.9,3900.9,3900.9,3900.9,100.0,3600.9,1000.2,1015.2,1726.1,997.1,879.5,948.2,1087.6,1109.0,23.8,42.3,20.0,20.0,21.5,23.8,42.3,25.2,100.0,39.0,39.0,39.0,39.0,39.0,39.0,36.0,55,56,53,55,57,57,45,44,47,45,43,43,58,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,0.000,0.000,0.000,0.000,0.000,26.906,21.728,1.132,5.203,0.0,0.0,26.6,44.4,25.7,22.7,24.4,27.9,14.3,4.7,9.1,10.8,13.3,3.1,30.0,22.2,42.4,45.9,41.4,51.0,1200.3,12.00,16,16,16,39,420,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41.0,42.0,45.0,58.0,1.208,5.040,3.360,3.312,12.096,0.952,3.360,1.040,1.056,0.664,1.048,1.200,1.496,1299,922,No,48,71,100.0,No,No,5485,3413,0.0,0.1,0.1,0.000,0.184,6850,597,64,1.187,12.032,12.000,311,95.535,40.704,53.172,16.941,70.896,60.269,1353.8,1752.8,1110.5,1353.8,99.0,79.0,0.0,2.0,71.2,42.6,0.0,0.0,8.9,0.0,0.0,8,No,No,Yes,No,No,No,74.6,74.6,2916,2896,127,8.0,38,4,2.628,2.452,0,3.088,
17.2.2021,13:18:11.832,10228,8523,54.5,5852,10466,35.8,0.0,1.205,1.199,1.199,1.209,1.201,1.201,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,100.0,3600.0,1000.0,1857.1,2527.5,1900.0,1588.4,2194.3,2601.1,2111.4,38.7,56.5,43.4,34.1,55.8,73.6,73.6,50.4,100.0,39.0,39.0,39.0,39.0,39.0,39.0,36.0,55,56,54,57,57,61,45,44,46,43,43,39,61,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,60,0.000,0.000,0.000,0.000,0.000,37.353,35.033,1.679,2.351,0.0,0.0,47.6,64.8,48.7,40.7,56.3,66.7,5.1,1.0,9.4,23.0,0.2,0.0,3.2,0.7,4.0,5.6,0.3,0.0,1200.0,12.00,16,16,16,39,420,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41.0,42.0,45.0,59.0,1.208,5.040,3.360,3.312,12.000,0.952,3.344,1.040,1.056,0.664,1.048,1.200,1.496,1597,922,No,48,71,100.0,No,No,5485,3413,0.0,0.0,0.0,0.000,0.208,6850,598,67,1.187,12.024,11.992,301,98.689,41.627,55.403,17.124,73.871,62.797,1353.8,1752.8,1110.5,1353.8,98.0,82.0,0.0,2.0,71.2,100.0,0.0,0.0,10.6,0.0,0.0,8,No,No,Yes,No,No,No,76.7,77.1,2916,2896,127,8.0,38,4,1.662,0.280,0,3.088,
17.2.2021,13:18:13.851,10228,8523,54.5,5879,10439,36.0,0.0,1.179,1.176,1.175,1.185,1.168,1.158,3899.1,3899.1,3899.1,3899.1,3899.1,3899.1,100.0,3599.1,999.8,1660.8,2659.3,1636.4,1429.9,2008.8,2353.2,1958.1,30.2,72.0,37.9,31.7,48.0,59.6,72.0,46.6,100.0,39.0,39.0,39.0,39.0,39.0,39.0,36.0,54,57,59,54,54,58,46,43,41,46,46,42,59,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,0.000,0.000,0.000,0.000,0.000,35.175,32.912,1.523,2.302,0.0,0.0,42.6,68.2,42.0,36.7,51.5,60.3,8.8,1.8,16.3,28.7,2.4,0.0,6.4,1.2,8.6,12.9,9.1,0.0,1199.7,12.00,16,16,16,39,420,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41.0,42.0,45.0,60.0,1.192,5.040,3.360,3.312,12.096,0.952,3.360,1.040,1.056,0.664,1.056,1.200,1.496,1737,922,No,48,71,100.0,No,No,5485,3413,0.1,0.0,0.2,0.842,0.241,6851,598,69,1.187,12.024,11.992,307,102.583,42.397,58.533,16.850,78.044,66.345,1353.8,1752.8,1110.5,1353.8,99.0,73.0,0.0,1.0,71.9,100.0,0.0,0.0,11.5,0.0,0.0,9,No,No,Yes,No,No,No,84.9,80.1,2943,2923,155,8.0,38,4,2.900,1.699,0,3.104,
17.2.2021,13:18:15.878,10228,8522,54.5,5871,10447,35.9,0.0,1.177,1.213,1.201,1.212,1.196,1.208,3900.9,3900.9,3900.9,3900.9,3900.9,3900.9,100.0,3600.9,1000.2,1597.0,2034.5,1710.2,1476.7,1689.6,2010.6,1753.1,34.1,48.8,37.2,39.5,44.1,51.1,51.1,42.5,100.0,39.0,39.0,39.0,39.0,39.0,39.0,36.0,52,62,51,58,53,53,48,38,49,42,47,47,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,62,0.000,0.000,0.000,0.000,0.000,32.436,30.189,1.389,2.274,0.0,0.0,40.9,52.2,43.9,37.9,43.3,51.6,22.9,8.8,15.5,24.5,5.1,0.1,11.7,7.9,11.1,24.5,33.9,11.5,1200.3,12.00,16,16,16,39,420,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41.0,43.0,45.0,59.0,1.192,5.080,3.360,3.312,12.096,0.952,3.360,1.040,1.056,0.656,1.048,1.200,1.496,1737,927,No,48,71,100.0,No,No,5485,3413,0.1,0.1,0.2,0.387,1.061,6852,600,69,1.187,12.064,12.048,374,63.897,29.340,32.891,12.336,43.855,37.280,1353.8,1752.8,1110.5,1353.8,93.0,59.0,0.0,2.0,72.1,97.9,0.0,0.0,14.0,0.0,0.0,13,No,No,Yes,No,No,No,88.4,49.9,2954,2934,153,8.0,38,4,1.429,0.093,0,3.088,
17.2.2021,13:18:17.899,10144,8606,54.1,5889,10430,36.0,0.0,1.182,1.190,1.175,1.182,1.189,1.189,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,100.0,3600.0,1000.0,1469.3,1707.4,1784.5,1450.7,1499.4,1699.4,1601.8,39.2,43.0,46.1,33.8,36.9,42.3,46.1,40.2,100.0,39.0,39.0,39.0,39.0,39.0,39.0,36.0,54,56,53,60,54,56,46,44,47,40,46,44,61,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,0.000,0.000,0.000,0.000,0.000,30.623,28.388,1.315,2.264,0.0,0.0,37.7,43.8,45.8,37.2,38.4,43.6,23.4,11.9,13.1,9.0,1.0,0.7,20.0,21.7,18.0,43.7,51.9,43.2,1200.0,12.00,16,16,16,39,420,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42.0,43.0,45.0,58.0,1.200,5.040,3.360,3.312,12.096,0.952,3.360,1.040,1.056,0.656,1.056,1.200,1.496,1730,923,No,48,71,100.0,No,No,5485,3413,0.4,0.1,0.4,1.353,0.109,6855,600,70,1.187,12.032,11.992,464,101.764,41.751,58.353,16.257,77.804,66.141,1353.8,1752.8,1110.5,1353.8,99.0,67.0,0.0,1.0,64.9,87.0,0.0,0.0,15.4,0.0,0.0,14,No,No,Yes,No,No,No,79.6,79.5,2660,2640,161,8.0,38,4,2.115,0.427,0,3.088,
17.2.2021,13:18:19.916,9967,8783,53.1,5902,10417,36.1,0.0,1.182,1.168,1.162,1.142,1.146,1.158,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,100.0,3600.0,1000.0,1457.2,1455.3,1375.4,1380.4,1233.7,1538.0,1406.7,28.6,32.5,29.4,24.0,25.5,29.4,32.5,28.2,100.0,39.0,39.0,39.0,39.0,39.0,39.0,36.0,55,55,52,55,53,58,45,45,48,45,47,42,58,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,0.000,0.000,0.000,0.000,0.000,28.212,26.057,1.100,2.193,0.0,0.0,37.4,37.3,35.3,35.4,31.6,39.4,11.8,8.1,7.5,3.8,0.8,0.1,37.0,41.7,47.1,50.4,61.9,45.0,1200.0,12.00,16,16,16,39,420,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41.0,43.0,45.0,58.0,1.184,5.040,3.360,3.312,12.000,0.952,3.360,1.040,1.056,0.656,1.048,1.200,1.496,1715,931,No,48,70,100.0,No,No,5485,3413,0.0,0.1,0.1,0.024,0.355,6855,601,71,1.187,12.024,11.976,527,108.567,42.577,64.335,15.084,85.772,72.916,1353.8,1752.8,1110.5,1353.8,100.0,56.0,0.0,1.0,64.9,100.0,0.0,0.0,22.1,0.0,0.0,16,No,No,Yes,No,No,No,85.4,84.8,2658,2638,186,8.0,38,4,0.124,0.062,0,3.088,
17.2.2021,13:18:21.936,9962,8789,53.1,5904,10415,36.1,0.0,1.187,1.185,1.207,1.198,1.173,1.188,3897.2,3897.2,3897.2,3897.2,3897.2,3897.2,99.9,3597.4,999.3,1258.0,1755.2,1507.3,1315.4,1371.7,1643.1,1475.1,33.3,39.5,33.3,27.9,32.5,41.8,41.8,34.7,100.0,39.0,39.0,39.0,39.0,39.0,39.0,36.0,54,62,53,55,56,58,46,38,47,45,44,42,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,61,0.000,0.000,0.000,0.000,0.000,29.373,27.168,1.213,2.228,0.0,0.0,32.2,45.0,38.6,33.7,35.2,42.1,20.3,10.5,9.8,7.3,4.3,0.8,30.4,31.9,40.2,48.8,54.9,46.0,1199.1,12.00,16,16,16,39,420,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42.0,43.0,46.0,59.0,1.192,5.040,3.360,3.328,12.096,0.952,3.360,1.040,1.056,0.656,1.056,1.200,1.504,1658,922,No,48,70,100.0,No,No,5485,3413,0.0,0.3,0.3,0.000,0.424,6855,602,70,1.187,12.024,11.992,580,101.070,41.158,58.257,15.704,77.672,66.028,1353.8,1752.8,1110.5,1353.8,99.0,57.0,0.0,2.0,64.9,100.0,0.0,0.0,18.9,0.0,0.0,17,No,No,Yes,No,No,No,78.9,79.0,2657,2638,186,8.0,38,4,1.603,0.155,0,3.104,
17.2.2021,13:18:23.951,9970,8781,53.1,5904,10415,36.1,0.0,1.195,1.178,1.202,1.192,1.158,1.199,3897.2,3897.2,3897.2,3897.2,3897.2,3897.2,99.9,3597.4,999.3,1411.5,2504.0,1670.2,1184.9,1763.0,1890.4,1737.3,33.8,61.5,36.9,23.0,39.2,46.9,61.5,40.2,100.0,39.0,39.0,39.0,39.0,39.0,39.0,36.0,54,59,55,54,54,56,46,41,45,46,46,44,59,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,60,0.000,0.000,0.000,0.000,0.000,32.762,30.498,1.449,2.296,0.0,0.0,36.2,64.2,42.8,30.4,45.2,48.5,20.7,1.5,22.1,35.3,4.4,1.2,12.1,1.9,17.5,20.4,13.3,22.1,1199.1,12.00,16,16,16,39,420,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42.0,43.0,46.0,59.0,1.192,5.040,3.360,3.328,12.096,0.952,3.360,1.040,1.056,0.656,1.056,1.200,1.496,1737,927,No,48,70,100.0,No,No,5485,3413,0.0,0.0,0.1,0.081,0.095,6855,602,70,1.187,12.024,11.992,629,100.110,41.531,56.926,16.521,75.897,64.522,1353.8,1752.8,1110.5,1353.8,99.0,70.0,0.0,1.0,65.2,100.0,0.0,0.0,14.5,0.0,0.0,17,No,No,Yes,No,No,No,77.7,78.2,2669,2650,186,8.0,38,4,1.310,1.036,0,3.104,
17.2.2021,13:18:25.971,9969,8781,53.1,5902,10416,36.1,0.0,1.191,1.191,1.185,1.188,1.174,1.174,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,100.0,3600.0,1000.0,1441.1,1709.8,1602.8,1290.3,1517.2,1747.7,1551.5,31.0,41.8,37.2,37.2,33.3,43.4,43.4,37.3,100.0,39.0,39.0,39.0,39.0,39.0,39.0,36.0,56,57,52,55,53,58,44,43,48,45,47,42,58,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,0.000,0.000,0.000,0.000,0.000,30.149,27.958,1.210,2.220,0.0,0.0,36.9,43.8,41.1,33.1,38.9,44.8,28.0,20.7,16.8,22.2,1.8,0.2,20.7,18.1,24.1,36.4,50.2,40.1,1200.0,12.00,16,16,16,39,420,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41.0,43.0,46.0,58.0,1.192,5.040,3.360,3.312,12.096,0.952,3.360,1.040,1.056,0.656,1.056,1.200,1.496,1719,921,No,47,70,100.0,No,No,5485,3413,0.0,0.0,0.0,0.000,0.050,6855,602,70,1.187,12.032,11.992,648,100.047,41.559,56.830,16.575,75.765,64.409,1353.8,1752.8,1110.5,1353.8,99.0,70.0,0.0,1.0,65.2,99.4,0.0,0.0,16.1,0.0,0.0,17,No,No,Yes,No,No,No,78.9,78.2,2669,2650,186,8.0,38,4,1.638,1.621,0,3.104,
